masked_lon,masked_lat,TigacellID,est,se
-0.25,38.5,-0.25_38.5,0,0
-0.25,38.550000000000004,-0.25_38.55,0,0
-0.25,38.650000000000006,-0.25_38.65,0,0
-0.25,38.800000000000004,-0.25_38.8,0,0
-0.25,38.85,-0.25_38.85,0.11872823599932138,0
-0.25,38.900000000000006,-0.25_38.9,0,0
-0.25,38.95,-0.25_38.95,0.4293929789790222,0
-0.25,39,-0.25_39,0,0
-0.25,39.050000000000004,-0.25_39.05,0.12972911550497904,0
-0.25,39.650000000000006,-0.25_39.65,0,0
-0.25,39.7,-0.25_39.7,0,0
-0.25,39.75,-0.25_39.75,0,0
-0.25,39.800000000000004,-0.25_39.8,0,0
-0.25,39.900000000000006,-0.25_39.9,0,0
-0.25,39.95,-0.25_39.95,0,0
-0.25,40.050000000000004,-0.25_40.05,0,0
-0.25,40.1,-0.25_40.1,0,0
-0.25,40.550000000000004,-0.25_40.55,0,0
-0.25,40.6,-0.25_40.6,0,0
-0.25,40.650000000000006,-0.25_40.65,0,0
-0.25,40.75,-0.25_40.75,0,0
-0.25,40.800000000000004,-0.25_40.8,0,0
-0.25,40.900000000000006,-0.25_40.9,0,0
-0.25,40.95,-0.25_40.95,0,0
-0.25,41,-0.25_41,0,0
-0.25,41.050000000000004,-0.25_41.05,0,0
-0.25,41.45,-0.25_41.45,0,0
-0.25,41.5,-0.25_41.5,0,0
-0.25,41.6,-0.25_41.6,0,0
-0.25,41.75,-0.25_41.75,0,0
-0.25,41.95,-0.25_41.95,0,0
-0.25,42.1,-0.25_42.1,0,0
-0.25,42.35,-0.25_42.35,0,0
-0.25,42.6,-0.25_42.6,0,0
-0.25,42.75,-0.25_42.75,0,0
-0.25,44.550000000000004,-0.25_44.55,0,0
-0.25,44.900000000000006,-0.25_44.9,0,0
-0.25,44.95,-0.25_44.95,0,0
-0.25,48.85,-0.25_48.85,0,0
-0.25,48.900000000000006,-0.25_48.9,0,0
-0.25,48.95,-0.25_48.95,0,0
-0.25,51.35,-0.25_51.35,0,0
-0.25,51.400000000000006,-0.25_51.4,0,0
-0.25,51.45,-0.25_51.45,0,0
-0.25,51.5,-0.25_51.5,0,0
-0.25,51.550000000000004,-0.25_51.55,0,0
-0.25,51.6,-0.25_51.6,0,0
-0.25,51.650000000000006,-0.25_51.65,0,0
-0.25,51.75,-0.25_51.75,0,0
-0.5,38.35,-0.5_38.35,0,0
-0.5,38.400000000000006,-0.5_38.4,0,0
-0.5,38.45,-0.5_38.45,0,0
-0.5,38.5,-0.5_38.5,0,0
-0.5,38.550000000000004,-0.5_38.55,0,0
